NO,"Release
Date",Movie,"Production
Budget","Domestic
Gross","Worldwide
Gross"
"1,064",9-Oct-98,Holy Man,"$60,000,000 ","$12,069,719 ","$12,069,719 "
"1,065",11-Jul-08,Meet Dave,"$60,000,000 ","$11,803,254 ","$50,648,806 "
"1,066",17-Dec-21,Nightmare Alley,"$60,000,000 ","$11,338,107 ","$37,537,773 "
"1,067",12-Aug-05,The Great Raid,"$60,000,000 ","$10,166,502 ","$10,597,070 "
"1,068",2-Jul-16,Rock Dog,"$60,000,000 ","$9,420,546 ","$24,148,488 "
"1,069",21-Jan-15,Mortdecai,"$60,000,000 ","$7,696,134 ","$30,396,134 "
"1,07",31-Jul-20,The SpongeBob Movie: Sponge on the Run,"$60,000,000 ","$4,810,790 ","$4,810,790 "
"1,071",11-Jan-08,In the Name of the King: A Dungeon Siege Tale,"$60,000,000 ","$4,775,656 ","$13,233,220 "
"1,072",24-Oct-03,Beyond Borders,"$60,000,000 ","$4,426,297 ","$11,427,090 "
"1,073",4-Feb-16,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,"$60,000,000 ","$709,982 ","$194,058,503 "
"1,074",30-Aug-19,The Informer,"$60,000,000 ","$300,460 ","$2,366,073 "
"1,075",5-Mar-21,Coming 2 America,"$60,000,000 ",$0 ,$0 
"1,076",11-Dec-15,The Ridiculous 6,"$60,000,000 ",$0 ,$0 
"1,077",12-Nov-19,Lady and the Tramp,"$60,000,000 ",$0 ,$0 
"1,078",15-Mar-18,Sherlock Gnomes,"$59,000,000 ","$43,242,871 ","$97,459,106 "
"1,079",18-Jan-19,The Kid Who Would Be King,"$59,000,000 ","$16,790,790 ","$28,296,983 "
"1,08",9-Feb-16,Deadpool,"$58,000,000 ","$363,070,709 ","$781,947,691 "
"1,081",25-Dec-14,American Sniper,"$58,000,000 ","$350,126,372 ","$547,326,372 "
"1,082",14-Oct-15,Goosebumps,"$58,000,000 ","$80,069,458 ","$158,952,243 "
"1,083",25-May-88,Rambo III,"$58,000,000 ","$53,715,611 ","$188,715,611 "
"1,084",15-Dec-95,Sabrina,"$58,000,000 ","$53,458,319 ","$87,100,000 "
"1,085",20-Jan-12,Red Tails,"$58,000,000 ","$49,876,377 ","$50,365,498 "
"1,086",16-Sep-05,Just Like Heaven,"$58,000,000 ","$48,318,130 ","$100,687,083 "
"1,087",7-Jun-13,The Internship,"$58,000,000 ","$44,672,764 ","$93,672,764 "
"1,088",28-Apr-00,The Flintstones in Viva Rock Vegas,"$58,000,000 ","$35,231,365 ","$59,431,365 "
"1,089",4-Apr-08,Leatherheads,"$58,000,000 ","$31,373,938 ","$41,348,628 "
"1,09",22-Mar-17,Life,"$58,000,000 ","$30,234,022 ","$101,815,660 "
"1,091",18-Dec-09,Did You Hear About the Morgans?,"$58,000,000 ","$29,580,087 ","$80,480,566 "
"1,092",12-Dec-08,"Che, Part 1: The Argentine","$58,000,000 ","$1,802,521 ","$31,627,370 "
"1,093",30-May-08,Sex and the City,"$57,500,000 ","$152,647,258 ","$415,247,258 "
"1,094",10-Sep-10,Resident Evil: Afterlife,"$57,500,000 ","$60,128,566 ","$295,874,190 "
"1,095",13-Jun-12,That’s My Boy,"$57,500,000 ","$36,931,089 ","$58,879,681 "
"1,096",17-Oct-97,Devil’s Advocate,"$57,000,000 ","$61,007,424 ","$153,007,424 "
"1,097",17-Feb-12,Ghost Rider: Spirit of Vengeance,"$57,000,000 ","$51,774,002 ","$149,217,355 "
"1,098",31-May-96,Dragonheart,"$57,000,000 ","$51,364,680 ","$104,364,680 "
"1,099",12-Nov-04,After the Sunset,"$57,000,000 ","$28,328,132 ","$38,329,114 "
"1,1",17-Aug-01,Captain Corelli's Mandolin,"$57,000,000 ","$25,528,495 ","$62,097,495 "
"1,101",25-Dec-14,Into the Woods,"$56,200,000 ","$128,002,372 ","$212,416,317 "
"1,102",11-Apr-03,Anger Management,"$56,000,000 ","$135,560,942 ","$195,484,552 "
"1,103",4-Mar-05,The Pacifier,"$56,000,000 ","$113,006,880 ","$198,006,880 "
"1,104",2-Apr-04,Walking Tall,"$56,000,000 ","$46,213,824 ","$47,856,383 "
"1,105",12-Jul-15,Zhuo yao ji,"$56,000,000 ","$32,766 ","$359,295,591 "
"1,106",2-Oct-19,Joker,"$55,000,000 ","$335,451,311 ","$1,069,121,583 "
"1,107",6-Jul-94,Forrest Gump,"$55,000,000 ","$330,151,138 ","$679,835,137 "
"1,108",14-Dec-07,Alvin and the Chipmunks,"$55,000,000 ","$217,326,974 ","$362,605,033 "
"1,109",24-Oct-18,Bohemian Rhapsody,"$55,000,000 ","$216,303,339 ","$882,205,260 "
"1,11",11-Feb-05,Hitch,"$55,000,000 ","$177,784,257 ","$366,784,257 "
"1,111",6-Oct-00,Meet the Parents,"$55,000,000 ","$166,225,040 ","$330,425,040 "
"1,112",15-Dec-06,The Pursuit of Happyness,"$55,000,000 ","$162,586,036 ","$307,311,093 "
"1,113",10-Jun-95,Pocahontas,"$55,000,000 ","$141,579,773 ","$347,100,000 "
"1,114",15-Dec-78,Superman,"$55,000,000 ","$134,218,018 ","$300,200,000 "
"1,115",28-Jun-96,The Nutty Professor,"$55,000,000 ","$128,814,019 ","$273,814,019 "
"1,116",8-Feb-17,Fifty Shades Darker,"$55,000,000 ","$114,434,010 ","$381,367,046 "
"1,117",11-Oct-13,Captain Phillips,"$55,000,000 ","$107,136,417 ","$220,648,184 "
"1,118",16-Jul-97,George Of The Jungle,"$55,000,000 ","$105,263,257 ","$174,463,257 "
"1,119",1-Aug-03,American Wedding,"$55,000,000 ","$104,354,205 ","$232,354,205 "
"1,12",3-Nov-17,Murder on the Orient Express,"$55,000,000 ","$102,826,543 ","$351,767,147 "
"1,121",26-Sep-14,The Equalizer,"$55,000,000 ","$101,530,738 ","$192,903,624 "
"1,122",7-Feb-18,Fifty Shades Freed,"$55,000,000 ","$100,407,760 ","$371,985,018 "
"1,123",26-May-95,Casper,"$55,000,000 ","$100,328,194 ","$282,300,000 "
"1,124",9-Apr-10,Date Night,"$55,000,000 ","$98,711,404 ","$152,269,033 "
"1,125",13-Dec-02,Maid in Manhattan,"$55,000,000 ","$93,932,896 ","$163,838,217 "
"1,126",12-May-95,Crimson Tide,"$55,000,000 ","$91,387,195 ","$159,387,195 "
"1,127",23-Sep-05,Flightplan,"$55,000,000 ","$89,706,988 ","$214,392,904 "
"1,128",9-Dec-94,Disclosure,"$55,000,000 ","$83,015,089 ","$212,200,000 "
"1,129",10-Apr-98,City of Angels,"$55,000,000 ","$78,750,909 ","$198,750,909 "
"1,13",28-Nov-14,Paddington,"$55,000,000 ","$76,223,578 ","$252,410,984 "
"1,131",28-Apr-06,R.V.,"$55,000,000 ","$71,724,497 ","$87,473,024 "
"1,132",28-Oct-94,Stargate,"$55,000,000 ","$71,565,669 ","$196,565,669 "
"1,133",10-Oct-03,Kill Bill: Volume 1,"$55,000,000 ","$70,098,138 ","$176,469,428 "
"1,134",17-Jun-11,Mr. Poppers's Penguins,"$55,000,000 ","$68,224,452 ","$189,624,452 "
"1,135",13-Aug-99,Bowfinger,"$55,000,000 ","$66,458,769 ","$98,699,769 "
"1,136",16-Apr-04,Kill Bill: Volume 2,"$55,000,000 ","$66,207,920 ","$153,535,982 "
"1,137",22-Dec-89,Tango & Cash,"$55,000,000 ","$63,408,614 ","$63,408,614 "
"1,138",31-Jul-92,Death Becomes Her,"$55,000,000 ","$58,422,650 ","$149,022,650 "
"1,139",26-May-00,Shanghai Noon,"$55,000,000 ","$56,932,305 ","$71,189,835 "
"1,14",15-Mar-96,Executive Decision,"$55,000,000 ","$56,679,192 ","$122,079,192 "
"1,141",31-Oct-13,Free Birds,"$55,000,000 ","$55,750,480 ","$110,387,072 "
"1,142",22-May-92,Alien 3,"$55,000,000 ","$54,927,174 ","$158,500,000 "
"1,143",18-Apr-08,The Forbidden Kingdom,"$55,000,000 ","$52,075,270 ","$129,075,270 "
"1,144",8-Dec-04,The Phantom of the Opera,"$55,000,000 ","$51,225,796 ","$153,770,052 "
"1,145",21-Mar-14,Muppets Most Wanted,"$55,000,000 ","$51,178,893 ","$79,312,301 "
"1,146",20-Dec-96,Evita,"$55,000,000 ","$50,047,179 ","$151,947,179 "
"1,147",18-Aug-16,Kubo and the Two Strings,"$55,000,000 ","$48,023,088 ","$77,548,122 "
"1,148",8-Apr-21,Mortal Kombat,"$55,000,000 ","$42,326,031 ","$83,508,259 "
"1,149",25-Sep-98,Ronin,"$55,000,000 ","$41,610,884 ","$70,692,101 "
"1,15",24-Nov-10,Burlesque,"$55,000,000 ","$39,440,655 ","$90,552,675 "
"1,151",11-Oct-96,The Ghost and the Darkness,"$55,000,000 ","$38,564,422 ","$38,564,422 "
"1,152",24-Oct-08,Changeling,"$55,000,000 ","$35,739,802 ","$113,805,580 "
"1,153",27-Jul-12,The Watch,"$55,000,000 ","$34,353,000 ","$67,130,045 "
"1,154",14-Mar-03,The Hunted,"$55,000,000 ","$34,234,008 ","$47,213,095 "
"1,155",4-Jun-99,Instinct,"$55,000,000 ","$34,105,207 ","$34,105,207 "
"1,156",12-Dec-03,Stuck On You,"$55,000,000 ","$33,832,741 ","$63,537,164 "
"1,157",29-Feb-08,Semi-Pro,"$55,000,000 ","$33,479,698 ","$43,980,363 "
"1,158",23-Feb-18,Annihilation,"$55,000,000 ","$32,732,301 ","$43,070,915 "
"1,159",14-Oct-15,Crimson Peak,"$55,000,000 ","$31,090,320 ","$74,966,854 "
"1,16",28-Mar-12,The Pirates! Band of Misfits,"$55,000,000 ","$31,051,126 ","$136,143,605 "
"1,161",10-Jun-21,In the Heights,"$55,000,000 ","$29,975,167 ","$43,646,976 "
"1,162",2-Dec-05,Aeon Flux,"$55,000,000 ","$25,857,987 ","$53,913,573 "
"1,163",2-Aug-96,Chain Reaction,"$55,000,000 ","$21,226,204 ","$60,209,334 "
"1,164",16-Aug-96,The Fan,"$55,000,000 ","$18,582,965 ","$18,582,965 "
"1,165",12-Oct-07,Elizabeth: The Golden Age,"$55,000,000 ","$16,285,240 ","$74,870,866 "
"1,166",12-Jun-09,Imagine That,"$55,000,000 ","$16,222,392 ","$22,438,144 "
"1,167",21-Feb-03,Gods and Generals,"$55,000,000 ","$12,882,934 ","$12,923,936 "
"1,168",10-Jan-97,Turbulence,"$55,000,000 ","$11,532,774 ","$11,532,774 "
"1,169",31-Jan-13,Bullet to the Head,"$55,000,000 ","$9,489,829 ","$22,597,969 "
"1,17",22-Sep-06,All the King's Men,"$55,000,000 ","$7,221,458 ","$9,521,458 "
"1,171",30-Jul-04,Thunderbirds,"$55,000,000 ","$6,768,055 ","$28,231,444 "
"1,172",26-Nov-04,Un long dimanche de fiançailles,"$55,000,000 ","$6,167,817 ","$69,722,444 "
"1,173",4-May-07,Lucky You,"$55,000,000 ","$5,755,286 ","$6,521,829 "
"1,174",22-Jul-98,Lolita,"$55,000,000 ","$1,147,784 ","$1,147,784 "
"1,175",20-Sep-02,Eye See You,"$55,000,000 ","$79,161 ","$1,807,990 "
"1,176",19-Jun-81,Superman II,"$54,000,000 ","$108,185,706 ","$190,400,000 "
"1,177",22-Mar-02,Blade 2,"$54,000,000 ","$81,676,888 ","$154,338,601 "
"1,178",14-Jul-06,"You, Me and Dupree","$54,000,000 ","$75,802,010 ","$130,402,010 "
"1,179",19-Dec-08,Seven Pounds,"$54,000,000 ","$69,951,824 ","$166,617,328 "
"1,18",25-Dec-90,The Godfather: Part III,"$54,000,000 ","$66,666,062 ","$66,788,488 "
"1,181",14-Oct-05,Elizabethtown,"$54,000,000 ","$26,850,426 ","$50,719,373 "
"1,182",1-Aug-03,Gigli,"$54,000,000 ","$6,087,542 ","$7,126,002 "
"1,183",16-Jun-00,Shaft,"$53,012,938 ","$70,327,868 ","$107,190,108 "
"1,184",5-Aug-05,The Dukes of Hazzard,"$53,000,000 ","$80,270,227 ","$109,848,461 "
"1,185",16-Oct-09,Law Abiding Citizen,"$53,000,000 ","$73,357,727 ","$131,159,781 "
"1,186",17-Sep-15,Black Mass,"$53,000,000 ","$62,575,678 ","$98,837,872 "
"1,187",14-Nov-97,Anastasia,"$53,000,000 ","$58,403,409 ","$139,801,096 "
"1,188",18-May-01,Moulin Rouge,"$53,000,000 ","$57,386,369 ","$179,199,536 "
"1,189",2-Nov-01,Domestic Disturbance,"$53,000,000 ","$45,207,112 ","$54,207,112 "
"1,19",20-Oct-06,Flags of Our Fathers,"$53,000,000 ","$33,602,376 ","$63,657,941 "
"1,191",6-Apr-07,Grindhouse,"$53,000,000 ","$25,031,037 ","$50,187,789 "
"1,192",16-Oct-98,Beloved,"$53,000,000 ","$22,852,487 ","$22,852,487 "
"1,193",19-Dec-12,Zero Dark Thirty,"$52,500,000 ","$95,720,716 ","$134,612,435 "
"1,194",25-Dec-02,Catch Me if You Can,"$52,000,000 ","$164,606,800 ","$355,612,291 "
"1,195",2-Jul-08,Mamma Mia!,"$52,000,000 ","$144,130,063 ","$590,493,991 "
"1,196",2-Jun-06,The Break-Up,"$52,000,000 ","$118,703,275 ","$205,727,307 "
"1,197",12-Feb-10,Valentine's Day,"$52,000,000 ","$110,485,654 ","$217,569,328 "
"1,198",22-Nov-95,Casino,"$52,000,000 ","$42,438,300 ","$110,400,000 "
"1,199",5-Aug-11,The Change-Up,"$52,000,000 ","$37,243,418 ","$75,997,067 "
"1,2",23-Dec-98,The Thin Red Line,"$52,000,000 ","$36,400,491 ","$97,709,034 "
"1,201",22-Dec-99,Man on the Moon,"$52,000,000 ","$34,580,635 ","$47,407,635 "
"1,202",5-Feb-10,From Paris With Love,"$52,000,000 ","$24,077,427 ","$53,139,168 "
"1,203",16-Apr-03,Bulletproof Monk,"$52,000,000 ","$23,010,607 ","$26,922,492 "
"1,204",23-Jun-00,"Me, Myself & Irene","$51,000,000 ","$90,570,999 ","$149,270,999 "
"1,205",4-Aug-06,Barnyard: The Original Party Animals,"$51,000,000 ","$72,779,000 ","$118,583,844 "
"1,206",15-Aug-18,Alpha,"$51,000,000 ","$35,851,379 ","$99,624,873 "
"1,207",22-Nov-06,Deck the Halls,"$51,000,000 ","$35,093,569 ","$46,815,807 "
"1,208",10-Jul-20,Greyhound,"$50,300,000 ",$0 ,$0 
"1,209",4-Mar-11,The Adjustment Bureau,"$50,200,000 ","$62,495,645 ","$126,931,325 "
"1,21",19-Nov-09,The Twilight Saga: New Moon,"$50,000,000 ","$296,623,634 ","$687,557,727 "
"1,211",18-May-01,Shrek,"$50,000,000 ","$267,655,011 ","$491,812,794 "
"1,212",29-Jun-12,Ted,"$50,000,000 ","$218,665,740 ","$556,016,627 "
"1,213",5-Jun-14,22 Jump Street,"$50,000,000 ","$191,719,337 ","$331,333,876 "
"1,214",14-Jun-91,Robin Hood: Prince of Thieves,"$50,000,000 ","$165,493,908 ","$390,500,000 "
"1,215",13-Dec-96,Jerry Maguire,"$50,000,000 ","$153,952,592 ","$273,552,592 "
"1,216",25-Dec-15,Daddy’s Home,"$50,000,000 ","$150,357,137 ","$241,504,989 "
"1,217",24-Dec-97,As Good as it Gets,"$50,000,000 ","$148,478,011 ","$314,111,923 "
"1,218",25-Dec-98,Patch Adams,"$50,000,000 ","$135,014,968 ","$202,173,000 "
"1,219",16-Jun-16,Central Intelligence,"$50,000,000 ","$127,440,871 ","$217,194,805 "
"1,22",18-Dec-13,Anchorman 2: The Legend Continues,"$50,000,000 ","$127,413,176 ","$172,246,223 "
"1,221",10-Jun-11,Super 8,"$50,000,000 ","$127,004,179 ","$257,972,745 "
"1,222",28-Jun-02,Mr. Deeds,"$50,000,000 ","$126,293,452 ","$171,269,535 "
"1,223",17-Mar-00,Erin Brockovich,"$50,000,000 ","$125,548,685 ","$257,805,243 "
"1,224",21-Nov-18,Creed II,"$50,000,000 ","$115,715,889 ","$213,591,522 "
"1,225",8-Feb-18,Peter Rabbit,"$50,000,000 ","$115,234,093 ","$346,727,372 "
"1,226",7-Feb-03,How to Lose a Guy in 10 Days,"$50,000,000 ","$105,807,520 ","$178,503,788 "
"1,227",11-Nov-94,Interview with the Vampire,"$50,000,000 ","$105,264,608 ","$223,564,608 "
"1,228",14-Dec-18,The Mule,"$50,000,000 ","$103,804,407 ","$173,453,994 "
"1,229",19-Dec-08,Yes Man,"$50,000,000 ","$97,690,976 ","$225,990,976 "
"1,23",28-Feb-14,Non-Stop,"$50,000,000 ","$91,742,160 ","$222,383,055 "
"1,231",25-Dec-98,Stepmom,"$50,000,000 ","$91,137,662 ","$159,745,279 "
"1,232",9-Aug-13,Disney Planes,"$50,000,000 ","$90,282,580 ","$238,059,569 "
"1,233",10-Mar-06,Failure to Launch,"$50,000,000 ","$88,715,192 ","$128,402,901 "
"1,234",24-Mar-06,Inside Man,"$50,000,000 ","$88,634,237 ","$185,798,265 "
"1,235",26-Jul-17,The Emoji Movie,"$50,000,000 ","$86,089,513 ","$216,564,839 "
"1,236",29-Jul-11,"Crazy, Stupid, Love","$50,000,000 ","$84,351,197 ","$146,493,974 "
"1,237",22-Dec-17,The Post,"$50,000,000 ","$81,903,458 ","$179,769,457 "
"1,238",5-Feb-99,Payback,"$50,000,000 ","$81,526,121 ","$161,626,121 "
"1,239",9-Jun-95,Congo,"$50,000,000 ","$81,022,333 ","$152,022,333 "
"1,24",20-Mar-09,Knowing,"$50,000,000 ","$79,957,634 ","$186,450,317 "
"1,241",18-Mar-05,The Ring Two,"$50,000,000 ","$75,941,727 ","$161,941,727 "
"1,242",23-Dec-11,We Bought a Zoo,"$50,000,000 ","$75,624,550 ","$118,729,073 "
"1,243",23-Sep-11,Moneyball,"$50,000,000 ","$75,605,492 ","$111,300,835 "
"1,244",11-Jun-04,Garfield: The Movie,"$50,000,000 ","$75,367,693 ","$208,094,550 "
"1,245",24-Nov-04,Christmas with the Kranks,"$50,000,000 ","$73,701,902 ","$96,469,187 "
"1,246",17-Mar-06,V for Vendetta,"$50,000,000 ","$70,511,035 ","$130,214,162 "
"1,247",10-Mar-95,Outbreak,"$50,000,000 ","$67,823,573 ","$190,023,573 "
"1,248",15-Sep-22,The Woman King,"$50,000,000 ","$67,328,130 ","$94,374,749 "
"1,249",13-Mar-09,Race to Witch Mountain,"$50,000,000 ","$67,172,595 ","$105,103,784 "
"1,25",24-Sep-04,The Forgotten,"$50,000,000 ","$66,711,892 ","$117,211,892 "
"1,251",22-Jun-05,Herbie: Fully Loaded,"$50,000,000 ","$66,010,682 ","$144,110,682 "
"1,252",25-Dec-22,A Man Called Otto,"$50,000,000 ","$64,267,657 ","$108,973,274 "
"1,253",7-Feb-03,Shanghai Knights,"$50,000,000 ","$60,470,220 ","$88,316,835 "
"1,254",17-Jul-14,Planes: Fire and Rescue,"$50,000,000 ","$59,157,732 ","$156,399,644 "
"1,255",10-Feb-06,Curious George,"$50,000,000 ","$58,640,119 ","$71,052,604 "
"1,256",4-Apr-12,American Reunion,"$50,000,000 ","$56,758,835 ","$236,799,211 "
"1,257",25-Jan-13,Hansel & Gretel: Witch Hunters,"$50,000,000 ","$55,703,475 ","$214,949,716 "
"1,258",18-Feb-11,I am Number Four,"$50,000,000 ","$55,100,437 ","$146,195,159 "
"1,259",28-Sep-01,Don’t Say a Word,"$50,000,000 ","$54,997,476 ","$104,488,383 "
"1,26",15-Jan-16,13 Hours: The Secret Soldiers of Benghazi,"$50,000,000 ","$52,853,219 ","$69,411,370 "
"1,261",8-May-02,Unfaithful,"$50,000,000 ","$52,752,475 ","$119,114,494 "
"1,262",23-Aug-17,American Made,"$50,000,000 ","$51,342,000 ","$135,569,212 "
"1,263",23-Nov-05,Syriana,"$50,000,000 ","$50,824,620 ","$92,690,959 "
"1,264",10-Sep-04,Resident Evil: Apocalypse,"$50,000,000 ","$50,740,078 ","$125,168,734 "
"1,265",17-Oct-14,The Book of Life,"$50,000,000 ","$50,151,543 ","$97,651,543 "
"1,266",14-Feb-97,Absolute Power,"$50,000,000 ","$50,068,310 ","$50,068,310 "
"1,267",10-Feb-06,Firewall,"$50,000,000 ","$48,751,189 ","$82,751,189 "
"1,268",12-Sep-97,The Game,"$50,000,000 ","$48,265,581 ","$80,369,970 "
"1,269",22-Aug-97,G.I. Jane,"$50,000,000 ","$48,169,156 ","$48,169,156 "
"1,27",8-Aug-14,Into the Storm,"$50,000,000 ","$47,602,194 ","$150,429,371 "
"1,271",10-Oct-14,The Judge,"$50,000,000 ","$47,119,388 ","$76,073,556 "
"1,272",21-Apr-06,Silent Hill,"$50,000,000 ","$46,982,632 ","$94,704,227 "
"1,273",6-Oct-22,"Lyle, Lyle, Crocodile","$50,000,000 ","$46,888,441 ","$107,644,101 "
"1,274",12-Feb-21,Tom and Jerry,"$50,000,000 ","$46,536,687 ","$132,370,100 "
"1,275",19-Sep-19,Rambo: Last Blood,"$50,000,000 ","$44,819,352 ","$91,378,886 "
"1,276",11-Aug-00,The Replacements,"$50,000,000 ","$44,737,059 ","$50,054,511 "
"1,277",29-Jul-98,The Negotiator,"$50,000,000 ","$44,705,766 ","$49,105,766 "
"1,278",19-Aug-16,War Dogs,"$50,000,000 ","$43,034,523 ","$86,234,503 "
"1,279",25-May-94,Beverly Hills Cop III,"$50,000,000 ","$42,586,861 ","$119,180,938 "
"1,28",15-Jun-90,Gremlins 2: The New Batch,"$50,000,000 ","$41,476,097 ","$41,476,097 "
"1,281",26-Sep-97,The Peacemaker,"$50,000,000 ","$41,263,140 ","$62,967,368 "
"1,282",3-Oct-03,Out of Time,"$50,000,000 ","$41,083,108 ","$55,489,826 "
"1,283",12-Nov-04,Bridget Jones: The Edge Of Reason,"$50,000,000 ","$40,203,020 ","$263,894,551 "
"1,284",11-Feb-00,The Beach,"$50,000,000 ","$39,778,599 ","$39,778,599 "
"1,285",10-Jun-05,The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000 ","$39,177,684 ","$69,425,966 "
"1,286",18-Feb-94,On Deadly Ground,"$50,000,000 ","$38,590,458 ","$38,590,458 "
"1,287",25-Nov-09,Ninja Assassin,"$50,000,000 ","$38,122,883 ","$62,209,892 "
"1,288",28-May-04,Raising Helen,"$50,000,000 ","$37,485,528 ","$49,842,431 "
"1,289",19-May-16,The Nice Guys,"$50,000,000 ","$36,261,763 ","$59,596,747 "
"1,29",17-Sep-99,For Love of the Game,"$50,000,000 ","$35,188,640 ","$46,112,640 "
"1,291",11-Dec-98,Jack Frost,"$50,000,000 ","$34,645,374 ","$34,645,374 "
"1,292",4-Jun-10,Marmaduke,"$50,000,000 ","$33,644,788 ","$89,895,930 "
"1,293",28-Jun-96,Striptease,"$50,000,000 ","$33,109,743 ","$113,309,743 "
"1,294",15-Oct-10,Hereafter,"$50,000,000 ","$32,746,941 ","$108,660,270 "
"1,295",19-Apr-02,Murder by Numbers,"$50,000,000 ","$31,874,869 ","$56,643,267 "
"1,296",6-Oct-95,Assassins,"$50,000,000 ","$30,306,268 ","$83,306,268 "
"1,297",22-Dec-17,Hostiles,"$50,000,000 ","$29,819,114 ","$36,976,336 "
"1,298",5-Feb-16,Zoolander 2,"$50,000,000 ","$28,848,693 ","$55,348,693 "
"1,299",16-Jan-09,Defiance,"$50,000,000 ","$28,644,813 ","$52,987,754 "
"1,3",9-Feb-07,Hannibal Rising,"$50,000,000 ","$27,669,725 ","$80,583,311 "
"1,301",15-Oct-99,The Story of Us,"$50,000,000 ","$27,100,030 ","$27,100,030 "
"1,302",22-Mar-13,The Host,"$50,000,000 ","$26,623,701 ","$64,477,051 "
"1,303",28-Mar-03,Basic,"$50,000,000 ","$26,599,248 ","$42,598,498 "
"1,304",11-Mar-15,Run All Night,"$50,000,000 ","$26,461,644 ","$71,561,644 "
"1,305",9-Aug-02,Blood Work,"$50,000,000 ","$26,199,517 ","$26,199,517 "
"1,306",13-Feb-09,The International,"$50,000,000 ","$25,450,527 ","$53,850,527 "
"1,307",9-Aug-96,Escape from L.A.,"$50,000,000 ","$25,426,861 ","$25,426,861 "
"1,308",27-Feb-04,Twisted,"$50,000,000 ","$25,195,050 ","$40,119,848 "
"1,309",25-Dec-17,All the Money in the World,"$50,000,000 ","$25,106,325 ","$56,890,649 "
"1,31",10-Dec-04,The Life Aquatic with Steve Zissou,"$50,000,000 ","$24,006,726 ","$34,806,726 "
"1,311",4-Aug-99,The Iron Giant,"$50,000,000 ","$23,159,305 ","$31,333,917 "
"1,312",10-Apr-19,Hellboy,"$50,000,000 ","$21,903,748 ","$53,956,480 "
"1,313",8-Apr-11,Your Highness,"$50,000,000 ","$21,596,445 ","$26,121,638 "
"1,314",30-Dec-15,Snowden,"$50,000,000 ","$21,587,519 ","$35,380,918 "
"1,315",30-Sep-11,Dream House,"$50,000,000 ","$21,302,340 ","$41,642,166 "
"1,316",24-Jun-16,Free State of Jones,"$50,000,000 ","$20,810,036 ","$23,237,252 "
"1,317",4-Sep-09,Gamer,"$50,000,000 ","$20,534,907 ","$42,002,029 "
"1,318",25-Feb-05,Man of the House,"$50,000,000 ","$19,699,706 ","$22,099,706 "
"1,319",21-Feb-03,The Life of David Gale,"$50,000,000 ","$19,694,635 ","$28,920,188 "
"1,32",14-Feb-13,Beautiful Creatures,"$50,000,000 ","$19,452,138 ","$60,282,876 "
"1,321",30-Sep-05,Into the Blue,"$50,000,000 ","$18,782,227 ","$41,982,227 "
"1,322",14-Sep-07,Eastern Promises,"$50,000,000 ","$17,181,265 ","$56,077,088 "
"1,323",1-Jul-94,Baby’s Day Out,"$50,000,000 ","$16,581,575 ","$16,581,575 "
"1,324",18-Nov-21,King Richard,"$50,000,000 ","$15,138,334 ","$37,994,866 "
"1,325",12-Nov-99,The Messenger: The Story of Joan of Arc,"$50,000,000 ","$14,271,297 ","$14,271,297 "
"1,326",3-Nov-95,Fair Game,"$50,000,000 ","$11,497,497 ","$26,097,497 "
"1,327",25-Feb-11,Drive Angry,"$50,000,000 ","$10,721,033 ","$41,042,583 "
"1,328",7-Nov-97,Mad City,"$50,000,000 ","$10,561,038 ","$10,561,038 "
"1,329",13-Oct-95,The Scarlet Letter,"$50,000,000 ","$10,359,006 ","$10,359,006 "
"1,33",14-Oct-05,Domino,"$50,000,000 ","$10,169,202 ","$23,574,057 "
"1,331",13-Oct-95,Jade,"$50,000,000 ","$9,812,870 ","$9,812,870 "
"1,332",27-Feb-09,Street Fighter: The Legend of Chun-Li,"$50,000,000 ","$8,742,261 ","$12,660,287 "
"1,333",29-Mar-02,Death to Smoochy,"$50,000,000 ","$8,355,815 ","$8,374,062 "
"1,334",26-Jan-18,Early Man,"$50,000,000 ","$8,267,544 ","$45,285,890 "
"1,335",24-Sep-21,The Many Saints of Newark,"$50,000,000 ","$8,237,403 ","$12,732,039 "
"1,336",13-Nov-09,The Boat That Rocked,"$50,000,000 ","$8,017,467 ","$37,472,651 "
"1,337",5-Jan-23,Operation Fortune: Ruse de guerre,"$50,000,000 ","$6,496,125 ","$27,542,984 "
"1,338",30-Jan-04,The Big Bounce,"$50,000,000 ","$6,471,394 ","$6,626,115 "
"1,339",3-Mar-00,What Planet Are You From?,"$50,000,000 ","$6,291,602 ","$6,291,602 "
"1,34",1-Feb-19,Liu Lang Di Qiu,"$50,000,000 ","$5,875,487 ","$701,801,455 "
"1,341",1-Nov-19,Arctic Dogs,"$50,000,000 ","$5,801,249 ","$11,285,154 "
"1,342",31-Jan-20,The Rhythm Section,"$50,000,000 ","$5,437,971 ","$5,983,043 "
"1,343",17-Apr-15,Child 44,"$50,000,000 ","$1,224,330 ","$8,004,221 "
"1,344",23-Jan-09,Outlander,"$50,000,000 ","$166,003 ","$1,250,617 "
"1,345",23-Aug-12,Upside Down,"$50,000,000 ","$102,118 ","$26,387,039 "
"1,346",7-Sep-12,Shanghai,"$50,000,000 ","$46,425 ","$15,505,922 "
"1,347",Unknown,Hannibal the Conqueror,"$50,000,000 ",$0 ,$0 
